pillar,module,topic,slug,title,inferred_archetype,confidence_band
P03,postgresql,postgresql-features,postgresql-window-functions,"PostgreSQL Window Functions — RANK, ROW_NUMBER, LAG, LEAD",A,medium
P03,postgresql,postgresql-features,postgresql-with-spring-boot,PostgreSQL with Spring Boot — Production Configuration End-to-End,A,medium
P03,redis-caching,cache-invalidation,cache-invalidation-strategies,Cache Invalidation Strategies in Spring Boot with Redis,A,medium
P03,redis-caching,cache-patterns,cache-stampede-thundering-herd,Cache Stampede (Thundering Herd) Problem and Solutions,A,medium
P03,redis-caching,caching-strategies,cache-strategies-comparison,Cache-Aside vs Write-Through vs Write-Behind Caching Strategies,B,medium
P03,redis-caching,caffeine-cache,caffeine-cache-spring-boot-configuration-policies,"Caffeine Cache: Configuration, Policies, Stats",A,medium
P03,redis-caching,comparisons,redis-vs-memcached-vs-caffeine-vs-hazelcast,Redis vs Memcached vs Caffeine vs Hazelcast,B,high
P03,redis-caching,distributed-caching,distributed-locking-redisson,Distributed Locking with Redisson in Spring Boot,A,medium
P03,redis-caching,performance-optimization,redis-memory-optimization,Redis Memory Optimization: Eviction Policies and maxmemory Configuration,A,medium
P03,redis-caching,redis-advanced,rate-limiting-redis,Rate Limiting with Redis: INCR+EXPIRE and Sliding Window,A,medium
P03,redis-caching,redis-advanced,redis-cluster-vs-sentinel,Redis Cluster vs Redis Sentinel: High Availability and Horizontal Scaling,B,medium
P03,redis-caching,redis-advanced,redis-lua-pipelining-transactions,"Redis Atomicity Toolkit: Lua Scripts, Pipelining, and MULTI/EXEC",A,medium
P03,redis-caching,redis-data-structures,redis-data-structures-overview,"Redis Data Structures: String, Hash, List, Set, ZSet, and Stream",A,medium
P03,redis-caching,redis-persistence,redis-persistence-rdb-vs-aof,Redis Persistence: RDB vs AOF,B,medium
P03,redis-caching,scenario-based,redis-pubsub-vs-kafka,Redis Pub/Sub vs Apache Kafka,B,medium
P03,redis-caching,scenario-based,redis-vs-memcached,Redis vs Memcached: Choosing the Right Cache,B,medium
P03,redis-caching,spring-data-redis,spring-cache-abstraction-redis,"Spring Cache Abstraction with Redis (@Cacheable, @CacheEvict)",A,medium
P03,redis-caching,spring-data-redis,spring-session-redis,Spring Session + Redis for Distributed Session Storage,A,medium
P03,sql-databases,advanced-sql-features,sql-cte-recursive-queries,"SQL CTEs and Recursive Queries — WITH Clause, Recursion, and Performance",A,medium
P03,sql-databases,advanced-sql-features,sql-window-functions-row-number-rank,"SQL Window Functions — ROW_NUMBER, RANK, DENSE_RANK, LAG, LEAD",A,medium
P03,sql-databases,backup-recovery,postgres-backup-recovery-pitr-strategy,Postgres Backup & Recovery Strategy,A,medium
P03,sql-databases,comparisons,postgres-vs-mysql-vs-aurora-vs-cockroach,Postgres vs MySQL vs Aurora vs CockroachDB,B,high
P03,sql-databases,connection-pooling,database-connection-pooling,Database Connection Pooling Explained,A,medium
P03,sql-databases,connection-pooling,spring-boot-mysql-connection-pool-tuning,Spring Boot + MySQL Connection Pool Tuning,A,medium
P03,sql-databases,database-migrations,flyway-vs-liquibase-zero-downtime-schema-changes,"Zero-Downtime DB Migrations: Flyway, Liquibase, Expand–Contract",A,medium
P03,sql-databases,indexes-and-performance,database-indexes-btree-hash,"Database Indexes — B-Tree, Hash, Composite, and Covering Indexes",A,medium
P03,sql-databases,indexes-and-performance,database-indexes-types,Database Indexes: How They Work and What Types Exist,A,medium
P03,sql-databases,indexes-and-performance,mysql-index-types-btree-fulltext-composite,"MySQL Index Types: B-tree, Full-text, and Composite",A,medium
P03,sql-databases,joins-and-subqueries,sql-joins-inner-outer-cross-self,"SQL Joins — INNER, LEFT, RIGHT, FULL OUTER, CROSS, and SELF Joins",A,medium
P03,sql-databases,joins-and-subqueries,sql-subqueries-vs-joins,SQL Subqueries vs Joins — Performance and When to Use Each,E,high
P03,sql-databases,partitioning-and-sharding,database-sharding,Database Sharding: What It Is and When to Use It,A,medium
P03,sql-databases,partitioning-and-sharding,mysql-partitioning,Partitioning in MySQL,A,medium
P03,sql-databases,query-optimization,mysql-explain-query-optimization,Using EXPLAIN to Optimize MySQL Queries,A,medium
P03,sql-databases,query-optimization,mysql-query-cache-query-optimization,MySQL Query Cache and Query Optimization,A,medium
P03,sql-databases,query-optimization,sql-explain-plan-query-optimization,SQL EXPLAIN Plan — Reading and Optimizing Query Execution Plans,A,medium
P03,sql-databases,replication,mysql-replication-primary-replica,MySQL Replication: Primary-Replica Setup,A,medium
P03,sql-databases,replication,postgresql-streaming-replication-and-logical-replication,PostgreSQL Streaming vs Logical Replication,B,medium
P03,sql-databases,scenario-based,eventual-consistency-design,Eventual Consistency: What It Is and How to Design for It,D,high
P03,sql-databases,scenario-based,high-read-throughput-design,Designing Databases for High Read Throughput,D,high
P03,sql-databases,scenario-based,innodb-vs-myisam-storage-engines,InnoDB vs MyISAM Storage Engines,B,medium
P03,sql-databases,scenario-based,oltp-vs-olap,OLTP vs OLAP: Understanding the Two Database Workload Types,B,medium
P03,sql-databases,scenario-based,soft-deletes-database-design,Soft Deletes in Database Design,D,high
P03,sql-databases,sql-fundamentals,database-normalization-1nf-2nf-3nf,"Database Normalization — 1NF, 2NF, 3NF, and When to Denormalize",A,medium
P03,sql-databases,sql-fundamentals,database-normalization-forms,Database Normalization Forms Explained,A,medium
P03,sql-databases,sql-fundamentals,many-to-many-relationship-modeling,Modeling Many-to-Many Relationships in Databases,A,medium
P03,sql-databases,sql-fundamentals,sql-vs-nosql-databases,SQL vs NoSQL: When to Use Each,E,high
P03,sql-databases,transactions-and-acid,acid-properties-transactions,"ACID Properties — Atomicity, Consistency, Isolation, Durability",A,medium
P03,sql-databases,transactions-and-acid,innodb-locking-row-gap-next-key,"InnoDB Locking: Row Lock, Gap Lock, and Next-Key Lock",A,medium
P03,sql-databases,transactions-and-acid,mysql-transaction-isolation-levels,MySQL Transaction Isolation Levels,A,medium
P03,sql-databases,transactions-and-acid,optimistic-vs-pessimistic-locking,"Optimistic vs Pessimistic Locking — Patterns, Trade-offs, JPA Implementation",B,medium
P03,sql-databases,transactions-and-acid,transaction-isolation-levels-sql,Transaction Isolation Levels — Read Uncommitted to Serializable,A,medium
P04,messaging-events,comparisons,kafka-vs-rabbitmq-vs-sqs-vs-pulsar,Messaging Systems: Kafka vs RabbitMQ vs SQS vs Pulsar,B,high
P04,messaging-events,comparisons,message-broker-vs-message-bus-vs-event-bus-semantics,Message Broker vs Message Bus vs Event Bus,B,high
P04,messaging-events,cqrs,cqrs-pattern-when-to-use-with-event-sourcing,CQRS: When It Helps and When It's Overkill,A,medium
P04,messaging-events,cqrs,cqrs-with-event-sourcing-spring-boot,CQRS with Event Sourcing in Spring Boot,A,medium
P04,messaging-events,event-sourcing,event-sourcing-storing-state-as-events,Event Sourcing: Storing State as an Immutable Event Log,A,medium
P04,messaging-events,kafka-architecture,embedded-kafka-testing-spring-boot,Kafka Integration Testing with @EmbeddedKafka,A,medium
P04,messaging-events,kafka-architecture,event-schema-evolution-backward-compatibility,Event Schema Evolution: Backward and Forward Compatibility,A,medium
P04,messaging-events,kafka-architecture,kafka-broker-partition-leadership-isr,Kafka Partition Leadership and the In-Sync Replica Set,A,medium
P04,messaging-events,kafka-architecture,kafka-controller-election-kraft-vs-zookeeper,Kafka Controller: KRaft Quorum vs ZooKeeper,B,medium
P04,messaging-events,kafka-architecture,kafka-log-compaction-and-retention,Kafka Log Retention vs Log Compaction,B,medium
P04,messaging-events,kafka-architecture,kafka-replication-and-durability,"Kafka Replication and Producer Durability: acks, Idempotence, Transactions",A,medium
P04,messaging-events,kafka-patterns,acknowledgment-mode-manual-vs-auto,Kafka Acknowledgment Modes — Manual vs Auto,B,medium
P04,messaging-events,kafka-patterns,consumer-group-fan-out-event-patterns,Consumer Group Fan-Out: Multiple Services Consuming the Same Events,A,medium
P04,messaging-events,kafka-patterns,kafka-consumer-group-rebalancing,Consumer Group Rebalancing — Causes and Mitigation,A,medium
P04,messaging-events,kafka-patterns,kafka-consumer-lag-monitoring,Kafka Consumer Lag Monitoring and Alerting,A,medium
P04,messaging-events,kafka-patterns,kafka-headers-message-metadata,Kafka Message Headers — Metadata and Context Propagation,A,medium
P04,messaging-events,kafka-patterns,kafka-json-avro-serialization-spring,Kafka Serialization — JSON vs Avro in Spring,B,medium
P04,messaging-events,kafka-patterns,kafka-listener-partitions-groupid-concurrency,"@KafkaListener — Partitions, Consumer Groups, and Concurrency",A,medium
P04,messaging-events,kafka-patterns,kafka-producer-batching-compression,Kafka Producer Throughput — Batching and Compression,A,medium
P04,messaging-events,kafka-patterns,kafka-template-producer-factory-config,KafkaTemplate and ProducerFactory Configuration,A,medium
P04,messaging-events,kafka-patterns,outbox-pattern-reliable-event-publishing,Outbox Pattern: Reliable Event Publishing with Spring Boot,A,medium
P04,messaging-events,kafka-patterns,retryable-topic-non-blocking-retry,@RetryableTopic — Non-Blocking Retry in Spring Kafka,A,medium
P04,messaging-events,kafka-patterns,transactional-kafka-producers-spring,Transactional Kafka with Spring — Consume-Process-Produce Atomically,A,medium
P04,messaging-events,message-guarantees,dead-letter-exchange-retry,Dead Letter Exchanges and Retry Strategies in RabbitMQ,A,medium
P04,messaging-events,message-guarantees,exactly-once-vs-at-least-once-delivery,Delivery Semantics: Exactly-Once vs At-Least-Once vs At-Most-Once,B,medium
P04,messaging-events,message-guarantees,idempotent-consumers-event-deduplication,Idempotent Consumers: Safe Duplicate Event Processing,A,medium
P04,messaging-events,messaging-fundamentals,domain-events-vs-integration-events,Domain Events vs Integration Events: When to Use Each,E,high
P04,messaging-events,messaging-fundamentals,event-driven-vs-request-driven-architecture,Event-Driven vs Request-Driven Architecture Trade-offs,B,medium
P04,messaging-events,scenario-based,competing-consumers-pattern,Competing Consumers Pattern in RabbitMQ,D,high
P04,messaging-events,scenario-based,default-error-handler-seek-to-current,Kafka Listener Error Handling — SeekToCurrentErrorHandler,D,high
P04,messaging-events,scenario-based,eventual-consistency-race-conditions-event-driven,Eventual Consistency: Handling Race Conditions in Event-Driven Systems,D,high
P04,messaging-events,scenario-based,saga-pattern-distributed-transactions-choreography,Saga Pattern: Distributed Transactions via Choreography and Orchestration,D,high
P04,messaging-events,spring-kafka,spring-cloud-stream-event-driven-microservices,Spring Cloud Stream: Binder Abstraction for Event-Driven Services,A,medium
P04,messaging-events,stream-processing,kafka-streams-kstream-ktable-fundamentals,Kafka Streams: KStream vs KTable vs GlobalKTable,B,medium
P04,messaging-events,stream-processing,kafka-streams-vs-flink-vs-spark-streaming,Stream Processing: Kafka Streams vs Flink vs Spark Structured Streaming,B,medium
P04,messaging-events,webhooks,webhook-reliability-retry-exponential-backoff,"Reliable Webhook Delivery: Retries, Idempotency, and DLQ",A,medium
P04,messaging-events,webhooks,webhook-security-hmac-signature-verification,Webhook Security: HMAC-SHA256 Signatures and Replay Protection,A,medium
P04,messaging-events,webhooks,webhooks-design-reliability-security,"Webhooks: Design, Reliability, and Security",A,medium
P04,microservices,api-gateway,api-gateway-spring-cloud-gateway,API Gateway with Spring Cloud Gateway,A,medium
P04,microservices,api-gateway,spring-cloud-gateway-routing-filters,Spring Cloud Gateway: Routing and Filters,A,medium
P04,microservices,circuit-breaker,circuit-breaker-resilience4j,Circuit Breaker Pattern with Resilience4j,A,medium
P04,microservices,circuit-breaker,resilience4j-circuit-breaker-spring-cloud,Spring Cloud Gateway CircuitBreaker Filter — Edge-Layer Resilience4j Integration,A,medium
P04,microservices,communication-patterns,rest-vs-grpc-vs-messaging-interservice,REST vs gRPC vs Messaging — Inter-Service Communication,B,medium
P04,microservices,communication-patterns,spring-cloud-stream-messaging-abstraction,Spring Cloud Stream: Messaging Abstraction,A,medium
P04,microservices,comparisons,microservices-vs-serverless-vs-monolith-decision,Microservices vs Serverless vs Monolith: Decision Framework,B,high
P04,microservices,comparisons,orchestration-vs-choreography-saga-comparison,Saga: Orchestration vs Choreography — Trade-offs and When to Choose Each,B,high
P04,microservices,comparisons,sync-vs-async-rest-grpc-messaging,Sync vs Async: REST vs gRPC vs Messaging,B,high
P04,microservices,config-management,spring-cloud-config-profiles-environment-specific-configuration,Config Profiles and Environment-Specific Configuration,A,medium
P04,microservices,config-management,spring-cloud-config-server-centralized-configuration,Spring Cloud Config Server: Centralized Configuration,A,medium
P04,microservices,contract-testing,consumer-driven-contract-testing-pact-spring-cloud-contract,Consumer-Driven Contract Testing with Pact / Spring Cloud Contract,A,medium
P04,microservices,contract-testing,pact-vs-spring-cloud-contract-comparison,Pact vs Spring Cloud Contract: Consumer-Driven vs Producer-Driven,B,medium
P04,microservices,contract-testing,spring-cloud-contract-producer-consumer-testing,"Spring Cloud Contract: Producer Contracts, Stub Runner, Consumer Verification",A,medium
P04,microservices,distributed-tracing,distributed-tracing-correlation-id,Distributed Tracing with Micrometer Tracing (Spring Boot 3),A,medium
P04,microservices,distributed-tracing,distributed-tracing-micrometer-zipkin,Distributed Tracing with Micrometer Tracing and Zipkin,A,medium
P04,microservices,feign-client,feign-client-vs-resttemplate-vs-webclient,Feign vs RestTemplate vs WebClient,B,medium
P04,microservices,fundamentals,microservices-vs-monolith-when-to-split,Microservices vs Monolith — When to Split,B,medium
P04,microservices,load-balancing,spring-cloud-loadbalancer-client-side,Spring Cloud LoadBalancer: Client-Side Load Balancing,A,medium
P04,microservices,migration-strategies,strangler-fig-pattern-monolith-migration,Strangler Fig Pattern — Monolith to Microservices Migration,A,medium
P04,microservices,resilience-patterns,combining-resilience-patterns-order-of-operations,Combining Resilience Patterns: Decorator Order and Why It Matters,A,medium
P04,microservices,resilience-patterns,idempotency-exactly-once-distributed-systems,Idempotency + Exactly-Once: Design Patterns,A,medium
P04,microservices,resilience-patterns,rate-limiter-resilience4j-spring-boot,"Rate Limiting with Resilience4j: Token Bucket, Leaky Bucket, and Burst Control",A,medium
P04,microservices,resilience-patterns,resilience4j-circuit-breaker-retry-bulkhead-timelimiter,"Resilience4j Patterns: Circuit Breaker, Retry, Bulkhead, Rate Limiter, Time Limiter",A,medium
P04,microservices,saga-pattern,saga-pattern-distributed-transactions,Saga Pattern — Distributed Transactions in Microservices,A,medium
P04,microservices,scenario-based,cascading-failure-one-slow-service-down-platform,Scenario: Cascading Failure from One Slow Downstream,G,medium
P04,microservices,scenario-based,designing-idempotent-payment-microservice,Designing an Idempotent Payment Microservice — Idempotency Key + Atomic Insert + Outbox,D,high
P04,microservices,scenario-based,migrating-monolith-to-microservices-sequencing,"Monolith-to-Microservices Migration: Sequencing, Strangler Fig, Database Decomposition",D,high
P04,microservices,service-design,database-per-microservice-patterns,Database-per-Service Pattern in Microservices,A,medium
P04,microservices,service-discovery,eureka-service-discovery-vs-consul,Eureka vs Consul: Service Discovery Comparison,B,medium
P04,microservices,service-mesh,sidecar-pattern-service-mesh,Sidecar Pattern and Service Mesh (Istio),A,medium
P04,rest-api,api-design,dto-pattern-request-response,DTO Pattern — Why Never Expose Entities Directly in REST APIs,A,medium
P04,rest-api,api-design,rest-error-envelope-design,REST Error Envelope Design,A,medium
P04,rest-api,api-design,rest-resource-naming-conventions,REST Resource Naming Conventions,A,medium
P04,rest-api,comparisons,rest-vs-graphql-vs-grpc-api-design,API Styles: REST vs GraphQL vs gRPC,B,high
P04,rest-api,comparisons,rest-vs-websocket-vs-sse-realtime-patterns,REST vs WebSocket vs SSE — Real-Time Pattern Decision,B,high
P04,rest-api,error-handling,exception-handler-controller-advice,@ExceptionHandler and @ControllerAdvice for Centralised Error Handling,A,medium
P04,rest-api,error-handling,rfc7807-problemdetail-spring-boot,RFC 7807 ProblemDetail in Spring Boot 3,A,medium
P04,rest-api,error-handling,validation-error-response-shape,Validation Error Response Shape,A,medium
P04,rest-api,hateoas,hateoas-spring-boot,HATEOAS — Hypermedia-Driven REST APIs with Spring HATEOAS,A,medium
P04,rest-api,http-caching-and-compression,http-caching-etag-cache-control-spring-boot,"HTTP Caching: Cache-Control, ETags, Last-Modified",A,medium
P04,rest-api,http-caching-and-compression,http-compression-gzip-brotli-spring-boot,"HTTP Compression — gzip, Brotli, zstd in Spring Boot",A,medium
P04,rest-api,openapi-and-swagger,openapi-swagger-springdoc,OpenAPI Documentation with SpringDoc,A,medium
P04,rest-api,request-and-response-handling,file-upload-download-spring-boot,File Upload and Download in Spring Boot — MultipartFile and Streaming,A,medium
P04,rest-api,request-and-response-handling,pagination-cursor-vs-offset,API Pagination — Cursor-Based vs Offset-Based,B,medium
P04,rest-api,request-and-response-handling,validation-valid-constraintvalidator,Validation with @Valid and Custom ConstraintValidator,A,medium
P04,rest-api,rest-client-and-feign,openfeign-integration-spring-cloud,OpenFeign + Spring Cloud — Production Integration,A,medium
P04,rest-api,rest-client-and-feign,resttemplate-webclient-feign-http-interface-comparison,RestTemplate vs WebClient vs Feign vs HTTP Interface,B,medium
P04,rest-api,rest-client-and-feign,webclient-reactive-production-tuning,"WebClient Production Tuning — Pool, Timeouts, Backpressure",A,medium
P04,rest-api,rest-fundamentals,http-methods-get-post-put-delete-patch,"HTTP Methods Deep Dive — GET, POST, PUT, DELETE, PATCH Semantics",A,medium
P04,rest-api,rest-fundamentals,http-status-codes-decision-guide,HTTP Status Codes — Decision Guide for REST APIs,A,medium
P04,rest-api,rest-fundamentals,idempotency-in-rest-apis,Idempotency in REST APIs,A,medium
P04,rest-api,rest-fundamentals,put-vs-patch-http-difference,PUT vs PATCH — When to Use Each in REST APIs,E,high
P04,rest-api,rest-fundamentals,what-makes-api-restful-constraints,REST Architectural Constraints — What Makes an API Truly RESTful,A,medium
P04,rest-api,scenario-based,protocol-buffers-define-generate-java,Protocol Buffers — Defining and Generating Java Code,D,high
P04,rest-api,scenario-based,rest-api-security-cors-csrf,"REST API Security — CORS, CSRF, and JWT",D,high
P04,rest-api,scenario-based,rest-rate-limiting-implementation,Rate Limiting in Spring Boot REST API,D,high
P04,rest-api,scenario-based,scaling-websockets-redis-pubsub,Scaling WebSockets Across Nodes with Redis Pub/Sub,D,high
P04,rest-api,scenario-based,sockjs-fallback-older-browsers,SockJS Fallback for Older Browsers — Concept Explained,D,high
P04,rest-api,scenario-based,spring-boot-websocket-stomp-setup,Spring Boot WebSocket with STOMP — Step-by-Step Setup,D,high
P04,rest-api,scenario-based,spring-message-broker-configuration,Spring WebSocket Message Broker Configuration — Full Broker Setup,D,high
P04,rest-api,scenario-based,testing-websocket-endpoints-spring,Testing WebSocket Endpoints in Spring Boot,D,high
P04,rest-api,scenario-based,websocket-handshake-upgrade-process,WebSocket Handshake and HTTP Upgrade Process — Internals,D,high
P04,rest-api,scenario-based,websocket-heartbeats-connection-management,WebSocket Heartbeats and Connection Management,D,high
P04,rest-api,scenario-based,websocket-security-authentication,WebSocket Security and Authentication in Spring Boot,D,high
P04,rest-api,scenario-based,websocket-vs-http-polling-vs-sse,WebSocket vs HTTP Polling vs SSE — When to Use Each,E,high
P04,rest-api,scenario-based,websocket-vs-sse-detailed-comparison,WebSocket vs SSE — Detailed Technical Comparison,B,medium
P04,rest-api,spring-mvc-controllers,async-controllers-deferred-result-completable-future,Async Controllers with DeferredResult and CompletableFuture,A,medium
P04,rest-api,spring-mvc-controllers,content-negotiation-spring-mvc,"Content Negotiation in Spring MVC — JSON, XML, and Custom Media Types",A,medium
P04,rest-api,spring-mvc-controllers,cors-configuration-spring-mvc,CORS Configuration in Spring MVC,A,medium
P04,rest-api,spring-mvc-controllers,handlerinterceptor-vs-filter,HandlerInterceptor vs Servlet Filter,B,medium
P04,rest-api,spring-mvc-controllers,response-entity-spring-mvc,"ResponseEntity — Controlling HTTP Status, Headers, and Body",A,medium
P04,rest-api,spring-mvc-controllers,restcontroller-vs-controller-responsebody,@RestController vs @Controller + @ResponseBody,B,medium
P04,rest-api,spring-mvc-controllers,spring-mvc-request-lifecycle,Spring MVC Request Lifecycle (DispatcherServlet Flow),C,high
P04,rest-api,versioning,api-versioning-uri-header-media-type,REST API Versioning — URI vs Header vs Media Type,B,medium
P05,architecture-patterns,architectural-styles,backend-for-frontend-bff-pattern,Backend for Frontend (BFF) Pattern,A,medium
P05,architecture-patterns,architectural-styles,layered-architecture-spring-boot,Layered Architecture in Spring Boot — Controller → Service → Repository,A,medium
P05,architecture-patterns,architectural-styles,service-mesh-architecture,Service Mesh Architecture,A,low
P05,architecture-patterns,clean-architecture,clean-architecture-layers-dependency-rule,Clean Architecture Layers and the Dependency Rule,A,medium
P05,architecture-patterns,clean-architecture,clean-architecture-vs-layered-architecture,Clean Architecture vs Layered (N-tier) Architecture,B,medium
P05,architecture-patterns,clean-architecture,cross-cutting-concerns-clean-architecture,Cross-Cutting Concerns in Clean Architecture,A,medium
P05,architecture-patterns,clean-architecture,repository-pattern-clean-architecture,Repository Pattern in Clean Architecture vs Spring Data JPA,B,medium
P05,architecture-patterns,clean-architecture,rich-domain-model-vs-anemic-domain-model,Rich vs Anemic Domain Model,B,medium
P05,architecture-patterns,clean-architecture,spring-boot-clean-architecture-project-structure,Spring Boot Project Structure for Clean Architecture,A,medium
P05,architecture-patterns,clean-architecture,unit-testing-clean-architecture-java,Unit Testing Clean Architecture in Java,A,medium
P05,architecture-patterns,clean-architecture,use-case-interactor-pattern-java,Use Case / Interactor Pattern in Java,A,medium
P05,architecture-patterns,clean-architecture,when-not-to-use-clean-architecture,When NOT to Use Clean Architecture,A,medium
P05,architecture-patterns,comparisons,layered-vs-hexagonal-vs-clean-vs-onion,Layered vs Hexagonal vs Clean vs Onion Architecture,B,high
P05,architecture-patterns,cqrs-and-event-sourcing,event-sourcing-pattern,Event Sourcing Pattern — Storing State as a Sequence of Events,A,medium
P05,architecture-patterns,domain-driven-design,aggregate-aggregate-root-ddd,Aggregate and Aggregate Root in DDD,A,medium
P05,architecture-patterns,domain-driven-design,anti-corruption-layer-ddd,Anti-Corruption Layer (ACL) Pattern in DDD,A,medium
P05,architecture-patterns,domain-driven-design,bounded-context-ddd,Bounded Context — What It Is and Why It Matters,A,medium
P05,architecture-patterns,domain-driven-design,ddd-tactical-patterns-spring-boot,DDD Tactical Patterns in Spring Boot,A,medium
P05,architecture-patterns,domain-driven-design,domain-events-ddd-java,Domain Events in DDD — Java Implementation,A,medium
P05,architecture-patterns,domain-driven-design,domain-services-vs-application-services-ddd,Domain Service vs Application Service in DDD,B,medium
P05,architecture-patterns,domain-driven-design,entity-vs-value-object-ddd,Entity vs Value Object in DDD,B,medium
P05,architecture-patterns,domain-driven-design,repository-pattern-ddd,Repository Pattern in DDD,A,medium
P05,architecture-patterns,domain-driven-design,strategic-ddd-context-mapping-patterns,Strategic DDD and Context Mapping Patterns,A,medium
P05,architecture-patterns,domain-driven-design,ubiquitous-language-ddd,Ubiquitous Language in DDD,A,medium
P05,architecture-patterns,hexagonal-architecture,hexagonal-architecture-ports-adapters,Hexagonal Architecture (Ports and Adapters) — Clean Boundaries,A,medium
P05,architecture-patterns,hexagonal-architecture,ports-and-adapters-hexagonal-architecture,Ports and Adapters vs Layered Architecture,B,medium
P05,architecture-patterns,microservices-patterns,monolith-vs-microservices-vs-modular-monolith,Monolith vs Microservices vs Modular Monolith,B,medium
P05,architecture-patterns,microservices-patterns,shared-database-vs-database-per-service,Shared Database vs Database per Service,B,medium
P05,architecture-patterns,microservices-patterns,strangler-fig-pattern-migration,Strangler Fig Pattern — Incrementally Migrating from Monolith to Microservices,A,medium
P05,architecture-patterns,scenario-based,modular-monolith-to-microservices-migration,Migrating a Modular Monolith to Microservices,D,high
P05,design-patterns,behavioral-patterns,observer-pattern-spring-events-java,Observer Pattern — How Spring Events Use It,A,medium
P05,design-patterns,behavioral-patterns,strategy-pattern-replace-if-else-java,Strategy Pattern — Replacing If-Else Chains,A,medium
P05,design-patterns,behavioral-patterns,template-method-pattern-spring-jdbctemplate,Template Method Pattern — Spring's JdbcTemplate,A,medium
P05,design-patterns,comparisons,gof-design-patterns-vs-modern-alternatives-java,"GoF Patterns vs Modern Java: Strategy vs Lambdas, Singleton vs DI, Factory vs Builder, Observer vs Reactive, Command vs Events",B,high
P05,design-patterns,creational-patterns,builder-pattern-fluent-api-java,Builder Pattern in Java — Fluent API Design,A,medium
P05,design-patterns,creational-patterns,factory-method-vs-abstract-factory-java,Factory Method vs Abstract Factory — When to Use Each,E,high
P05,design-patterns,creational-patterns,singleton-thread-safe-java,Singleton Pattern — Thread-Safe Implementations (DCL vs Enum),B,medium
P05,design-patterns,design-patterns-legacy,circuit-breaker-pattern-resilience4j-java,Circuit Breaker Pattern — Resilience4j Implementation,A,medium
P05,design-patterns,design-patterns-legacy,cqrs-pattern-spring-java,CQRS Pattern — Separate Read/Write Models in Spring,A,medium
P05,design-patterns,design-patterns-legacy,repository-vs-dao-pattern-spring-data,Repository Pattern vs DAO Pattern in Spring Data,B,medium
P05,design-patterns,design-patterns-legacy,specification-pattern-complex-queries-java,Specification Pattern for Complex Query Building,A,medium
P05,design-patterns,refactoring,refactoring-legacy-java-code-safely-incrementally,"Refactoring Legacy Java Code: Safety Nets, Techniques, and Refactor-vs-Rewrite Decisions",B,medium
P05,design-patterns,solid-principles,solid-principles-java,SOLID Principles in Java — Practical Application and Trade-offs,A,medium
P05,design-patterns,structural-patterns,decorator-pattern-java-behavior-without-subclassing,Decorator Pattern — Adding Behavior Without Subclassing,A,medium
P05,design-patterns,structural-patterns,proxy-pattern-spring-aop-java,Proxy Pattern — How Spring AOP Implements It,A,medium
P05,design-patterns,technical-debt,patterns-as-technical-debt-over-engineering,"Design Patterns as Technical Debt: Over-Engineering, Pattern Soup, and How to Unwind Safely",A,medium
P05,graphql,graphql-fundamentals,datafetcher-and-dataloader-graphql-java,How DataFetcher and DataLoader Work,A,medium
P05,graphql,graphql-fundamentals,graphql-authentication-authorization-spring-boot,Authentication and Authorization in GraphQL with Spring Security,A,medium
P05,graphql,graphql-fundamentals,graphql-error-handling-spring-boot,GraphQL Error Handling in Spring Boot,A,medium
P05,graphql,graphql-fundamentals,graphql-n-plus-one-problem-batchloader,N+1 Problem in GraphQL and the BatchLoader Solution,A,medium
P05,graphql,graphql-fundamentals,graphql-pagination-cursor-vs-offset,GraphQL Pagination — Cursor-Based vs Offset-Based,B,medium
P05,graphql,graphql-fundamentals,graphql-query-mutation-subscription-differences,"Query, Mutation, Subscription — Core Operation Types",A,medium
P05,graphql,graphql-fundamentals,graphql-schema-design-best-practices,GraphQL Schema Design Best Practices,A,medium
P05,graphql,graphql-fundamentals,graphql-vs-rest-when-to-choose,GraphQL vs REST — When to Choose Each,B,medium
P05,graphql,graphql-fundamentals,grpc-vs-rest-vs-graphql,gRPC vs REST vs GraphQL,B,medium
P05,graphql,graphql-fundamentals,setting-up-spring-for-graphql,Setting Up Spring for GraphQL (spring-graphql),A,medium
P05,graphql,graphql-fundamentals,testing-graphql-endpoints-spring-boot,Testing GraphQL Endpoints in Spring Boot,A,medium
P05,grpc,grpc-fundamentals,grpc-deadlines-cancellation-java,Deadlines and Cancellation in gRPC,A,medium
P05,grpc,grpc-fundamentals,grpc-error-handling-status-codes,gRPC Error Handling with Status Codes,A,medium
P05,grpc,grpc-fundamentals,grpc-health-checking-protocol,gRPC Health Checking Protocol,A,medium
P05,grpc,grpc-fundamentals,grpc-interceptors-auth-logging,gRPC Interceptors for Auth and Logging,A,medium
P05,grpc,grpc-fundamentals,grpc-server-spring-boot-setup,Setting Up a gRPC Server in Spring Boot,A,medium
P05,grpc,grpc-fundamentals,grpc-service-types-java,"gRPC Service Types — Unary, Server Streaming, Client Streaming, Bidirectional",A,medium
P05,grpc,grpc-fundamentals,grpc-vs-rest-performance,gRPC vs REST Performance Comparison,B,medium
P05,grpc,grpc-fundamentals,testing-grpc-services-java,Testing gRPC Services in Java,A,medium
